date,day,anchor_time,direction,entry,sl,tp,exit_price,risk_dollars,pnl,rr_achieved,outcome,exit_time
2025-03-20,Thursday,12:55,short,3039.71,3041.57,3034.13,3034.13,30,90.0,3.0,tp,2025-03-20 13:05:00
2025-03-21,Friday,12:55,long,3036.04,3032.59,3046.41,3032.59,30,-30.0,-1.0,sl,2025-03-21 13:20:00
2025-03-25,Tuesday,12:55,long,3023.2,3021.32,3028.86,3021.32,30,-30.0,-1.0,sl,2025-03-25 13:15:00
2025-03-26,Wednesday,12:55,short,3026.52,3027.99,3022.12,3022.12,30,90.0,3.0,tp,2025-03-26 13:20:00
2025-03-27,Thursday,12:55,long,3050.59,3046.65,3062.41,3046.65,30,-30.0,-1.0,sl,2025-03-27 13:10:00
2025-03-28,Friday,12:55,short,3077.07,3079.48,3069.86,3079.48,30,-30.0,-1.0,sl,2025-03-28 13:05:00
2025-04-01,Tuesday,12:55,long,3134.3,3130.8,3144.78,3130.8,30,-30.0,-1.0,sl,2025-04-01 13:20:00
2025-04-08,Tuesday,12:55,long,3005.73,3004.05,3010.79,3010.79,30,90.0,3.0,tp,2025-04-08 13:10:00
2025-04-09,Wednesday,12:55,long,3050.08,3046.76,3060.04,3060.04,30,90.0,3.0,tp,2025-04-09 13:10:00
2025-04-10,Thursday,12:55,long,3125.35,3120.45,3140.06,3120.45,30,-30.0,-1.0,sl,2025-04-10 13:30:00
2025-04-11,Friday,12:55,long,3234.02,3228.67,3250.06,3228.67,30,-30.0,-1.0,sl,2025-04-11 13:20:00
2025-04-15,Tuesday,12:55,long,3221.8,3219.39,3229.02,3219.39,30,-30.0,-1.0,sl,2025-04-15 13:20:00
2025-04-16,Wednesday,12:55,short,3305.88,3309.67,3294.51,3309.67,30,-30.0,-1.0,sl,2025-04-16 13:05:00
2025-04-17,Thursday,12:55,long,3328.39,3324.53,3339.97,3324.53,30,-30.0,-1.0,sl,2025-04-17 13:20:00
2025-04-22,Tuesday,12:55,long,3433.09,3424.52,3458.78,3424.52,30,-30.0,-1.0,sl,2025-04-22 13:05:00
2025-04-23,Wednesday,12:55,short,3310.59,3314.23,3299.67,3299.67,30,90.0,3.0,tp,2025-04-23 13:25:00
2025-04-24,Thursday,12:55,short,3335.42,3336.66,3331.72,3331.72,30,90.0,3.0,tp,2025-04-24 13:05:00
2025-04-25,Friday,12:55,short,3292.48,3293.39,3289.73,3289.73,30,90.0,3.0,tp,2025-04-25 13:05:00
2025-04-29,Tuesday,12:55,short,3310.94,3315.28,3297.9,3315.28,30,-30.0,-1.0,sl,2025-04-29 13:05:00
2025-05-06,Tuesday,12:55,long,3391.4,3390.04,3395.5,3390.04,30,-30.0,-1.0,sl,2025-05-06 13:05:00
2025-05-07,Wednesday,12:55,short,3389.19,3391.87,3381.15,3391.87,30,-30.0,-1.0,sl,2025-05-07 13:10:00
2025-05-08,Thursday,12:55,long,3356.7,3354.15,3364.37,3364.37,30,90.0,3.0,tp,2025-05-08 13:15:00
2025-05-09,Friday,12:55,short,3331.71,3337.0,3315.81,3337.0,30,-30.0,-1.0,sl,2025-05-09 13:25:00
2025-05-13,Tuesday,12:55,long,3245.09,3240.31,3259.43,3240.31,30,-30.0,-1.0,sl,2025-05-13 13:15:00
2025-05-14,Wednesday,12:55,short,3184.11,3189.33,3168.45,3189.33,30,-30.0,-1.0,sl,2025-05-14 13:20:00
2025-05-15,Thursday,12:55,long,3189.91,3184.67,3205.64,3205.64,30,90.0,3.0,tp,2025-05-15 14:10:00
2025-05-16,Friday,12:55,long,3180.14,3176.97,3189.65,3176.97,30,-30.0,-1.0,sl,2025-05-16 13:10:00
2025-05-20,Tuesday,12:55,short,3240.74,3243.25,3233.2,3233.2,30,90.0,3.0,tp,2025-05-20 13:05:00
2025-05-21,Wednesday,12:55,long,3304.17,3302.15,3310.23,3302.15,30,-30.0,-1.0,sl,2025-05-21 13:05:00
2025-05-22,Thursday,12:55,long,3305.28,3303.63,3310.21,3310.21,30,90.0,3.0,tp,2025-05-22 13:05:00
2025-05-23,Friday,12:55,long,3358.95,3356.48,3366.35,3356.48,30,-30.0,-1.0,sl,2025-05-23 13:05:00
2025-05-27,Tuesday,12:55,long,3294.86,3292.53,3301.84,3301.84,30,90.0,3.0,tp,2025-05-27 13:30:00
2025-05-28,Wednesday,12:55,long,3313.27,3310.05,3322.94,3310.05,30,-30.0,-1.0,sl,2025-05-28 13:05:00
2025-05-29,Thursday,12:55,short,3311.46,3319.06,3288.69,3319.06,30,-30.0,-1.0,sl,2025-05-29 13:30:00
2025-05-30,Friday,12:55,long,3305.56,3302.78,3313.92,3302.78,30,-30.0,-1.0,sl,2025-05-30 13:05:00
2025-06-03,Tuesday,12:55,long,3360.35,3356.57,3371.7,3356.57,30,-30.0,-1.0,sl,2025-06-03 13:30:00
2025-06-10,Tuesday,12:55,short,3337.0,3339.55,3329.33,3339.55,30,-30.0,-1.0,sl,2025-06-10 13:10:00
2025-06-11,Wednesday,12:55,short,3332.38,3339.62,3310.63,3339.62,30,-30.0,-1.0,sl,2025-06-11 13:05:00
2025-06-12,Thursday,12:55,long,3390.2,3385.93,3403.0,3385.93,30,-30.0,-1.0,sl,2025-06-12 13:10:00
2025-06-13,Friday,12:55,long,3438.13,3435.28,3446.68,3446.68,30,90.0,3.0,tp,2025-06-13 13:35:00
2025-06-17,Tuesday,12:55,long,3388.81,3385.35,3399.18,3385.35,30,-30.0,-1.0,sl,2025-06-17 14:05:00
2025-06-18,Wednesday,12:55,long,3387.32,3385.17,3393.8,3393.8,30,90.0,3.0,tp,2025-06-18 13:25:00
2025-06-19,Thursday,12:55,short,3367.36,3368.7,3363.33,3368.7,30,-30.0,-1.0,sl,2025-06-19 13:05:00
2025-06-20,Friday,12:55,long,3346.18,3342.54,3357.09,3357.09,30,90.0,3.0,tp,2025-06-20 13:25:00
2025-06-24,Tuesday,12:55,short,3313.75,3318.39,3299.84,3299.84,30,90.0,3.0,tp,2025-06-24 13:40:00
2025-06-25,Wednesday,12:55,short,3320.09,3322.15,3313.91,3313.91,30,90.0,3.0,tp,2025-06-25 13:10:00
2025-06-26,Thursday,12:55,short,3321.59,3325.34,3310.33,3325.34,30,-30.0,-1.0,sl,2025-06-26 13:20:00
2025-06-27,Friday,12:55,short,3269.41,3271.26,3263.87,3263.87,30,90.0,3.0,tp,2025-06-27 13:05:00
2025-07-01,Tuesday,12:55,short,3354.29,3356.04,3349.04,3349.04,30,90.0,3.0,tp,2025-07-01 13:05:00
2025-07-08,Tuesday,12:55,short,3327.78,3329.14,3323.7,3323.7,30,90.0,3.0,tp,2025-07-08 13:05:00
2025-07-09,Wednesday,12:55,short,3295.55,3299.45,3283.85,3299.45,30,-30.0,-1.0,sl,2025-07-09 13:20:00
2025-07-10,Thursday,12:55,long,3326.06,3323.12,3334.88,3323.12,30,-30.0,-1.0,sl,2025-07-10 13:20:00
2025-07-11,Friday,12:55,long,3357.06,3352.94,3369.42,3352.94,30,-30.0,-1.0,sl,2025-07-11 13:20:00
2025-07-15,Tuesday,12:55,short,3348.44,3352.3,3336.85,3352.3,30,-30.0,-1.0,sl,2025-07-15 13:05:00
2025-07-16,Wednesday,12:55,long,3335.0,3333.48,3339.56,3333.48,30,-30.0,-1.0,sl,2025-07-16 13:05:00
2025-07-17,Thursday,12:55,long,3315.08,3311.79,3324.98,3324.98,30,90.0,3.0,tp,2025-07-17 14:10:00
2025-07-18,Friday,12:55,short,3358.89,3360.52,3354.02,3354.02,30,90.0,3.0,tp,2025-07-18 13:30:00
2025-07-22,Tuesday,12:55,long,3407.87,3405.9,3413.8,3413.8,30,90.0,3.0,tp,2025-07-22 13:10:00
2025-07-23,Wednesday,12:55,short,3419.84,3421.13,3415.98,3415.98,30,90.0,3.0,tp,2025-07-23 13:05:00
2025-07-24,Thursday,12:55,long,3355.71,3350.82,3370.38,3370.38,30,90.0,3.0,tp,2025-07-24 13:45:00
2025-07-25,Friday,12:55,short,3338.37,3342.22,3326.79,3342.22,30,-30.0,-1.0,sl,2025-07-25 13:05:00
2025-07-29,Tuesday,12:55,short,3322.6,3324.73,3316.19,3316.19,30,90.0,3.0,tp,2025-07-29 13:30:00
2025-08-05,Tuesday,12:55,long,3367.02,3365.34,3372.07,3372.07,30,90.0,3.0,tp,2025-08-05 13:30:00
2025-08-06,Wednesday,12:55,long,3369.3,3366.67,3377.19,3366.67,30,-30.0,-1.0,sl,2025-08-06 13:30:00
2025-08-07,Thursday,12:55,long,3382.8,3379.64,3392.3,3392.3,30,90.0,3.0,tp,2025-08-07 13:45:00
2025-08-08,Friday,12:55,short,3390.27,3395.35,3375.04,3395.35,30,-30.0,-1.0,sl,2025-08-08 13:10:00
2025-08-12,Tuesday,12:55,long,3352.49,3347.81,3366.53,3347.81,30,-30.0,-1.0,sl,2025-08-12 13:05:00
2025-08-13,Wednesday,12:55,short,3357.48,3358.8,3353.51,3358.8,30,-30.0,-1.0,sl,2025-08-13 13:35:00
2025-08-14,Thursday,12:55,long,3351.8,3348.48,3361.77,3348.48,30,-30.0,-1.0,sl,2025-08-14 13:20:00
2025-08-15,Friday,12:55,long,3343.54,3340.73,3351.97,3340.73,30,-30.0,-1.0,sl,2025-08-15 13:10:00
2025-08-19,Tuesday,12:55,short,3334.29,3336.01,3329.14,3329.14,30,90.0,3.0,tp,2025-08-19 13:10:00
2025-08-20,Wednesday,12:55,short,3342.04,3344.0,3336.17,3344.0,30,-30.0,-1.0,sl,2025-08-20 13:40:00
2025-08-21,Thursday,12:55,long,3341.96,3340.45,3346.5,3340.45,30,-30.0,-1.0,sl,2025-08-21 13:05:00
2025-08-22,Friday,12:55,long,3325.94,3322.67,3335.78,3335.78,30,90.0,3.0,tp,2025-08-22 13:40:00
2025-08-26,Tuesday,12:55,short,3371.04,3374.97,3359.25,3374.97,30,-30.0,-1.0,sl,2025-08-26 13:30:00
2025-08-27,Wednesday,12:55,long,3382.45,3380.05,3389.65,3380.05,30,-30.0,-1.0,sl,2025-08-27 13:30:00
2025-08-28,Thursday,12:55,long,3399.98,3396.05,3411.76,3396.05,30,-30.0,-1.0,sl,2025-08-28 13:05:00
2025-08-29,Friday,12:55,long,3416.89,3416.02,3419.49,3416.02,30,-30.0,-1.0,sl,2025-08-29 13:05:00
2025-09-02,Tuesday,12:55,short,3481.63,3485.36,3470.43,3485.36,30,-30.0,-1.0,sl,2025-09-02 13:10:00
2025-09-09,Tuesday,12:55,long,3648.97,3645.88,3658.22,3658.22,30,90.0,3.0,tp,2025-09-09 13:25:00
2025-09-10,Wednesday,12:55,long,3645.76,3642.61,3655.2,3642.61,30,-30.0,-1.0,sl,2025-09-10 13:05:00
2025-09-11,Thursday,12:55,long,3631.6,3627.23,3644.7,3627.23,30,-30.0,-1.0,sl,2025-09-11 13:15:00
2025-09-12,Friday,12:55,long,3645.91,3642.78,3655.29,3642.78,30,-30.0,-1.0,sl,2025-09-12 15:10:00
2025-09-16,Tuesday,12:55,short,3687.84,3689.87,3681.76,3689.87,30,-30.0,-1.0,sl,2025-09-16 13:20:00
2025-09-17,Wednesday,12:55,short,3677.91,3679.92,3671.88,3679.92,30,-30.0,-1.0,sl,2025-09-17 13:30:00
2025-09-18,Thursday,12:55,short,3662.86,3664.76,3657.18,3657.18,30,90.0,3.0,tp,2025-09-18 13:05:00
2025-09-19,Friday,12:55,short,3648.11,3650.14,3642.04,3650.14,30,-30.0,-1.0,sl,2025-09-19 13:10:00
2025-09-23,Tuesday,12:55,long,3785.03,3782.26,3793.34,3782.26,30,-30.0,-1.0,sl,2025-09-23 13:20:00
2025-09-24,Wednesday,12:55,long,3770.06,3767.4,3778.04,3767.4,30,-30.0,-1.0,sl,2025-09-24 13:25:00
2025-09-25,Thursday,12:55,long,3740.26,3732.69,3762.96,3732.69,30,-30.0,-1.0,sl,2025-09-25 13:35:00
2025-09-26,Friday,12:55,long,3752.97,3750.73,3759.69,3759.69,30,90.0,3.0,tp,2025-09-26 13:05:00
2025-09-30,Tuesday,12:55,short,3817.67,3820.73,3808.48,3820.73,30,-30.0,-1.0,sl,2025-09-30 13:35:00
2025-10-07,Tuesday,12:55,long,3980.12,3978.09,3986.21,3978.09,30,-30.0,-1.0,sl,2025-10-07 13:20:00
2025-10-08,Wednesday,12:55,long,4040.63,4038.64,4046.6,4046.6,30,90.0,3.0,tp,2025-10-08 13:10:00
2025-10-09,Thursday,12:55,long,4053.78,4050.42,4063.84,4050.42,30,-30.0,-1.0,sl,2025-10-09 13:15:00
2025-10-10,Friday,12:55,short,3984.17,3987.38,3974.55,3987.38,30,-30.0,-1.0,sl,2025-10-10 13:05:00
2025-10-14,Tuesday,12:55,short,4103.48,4107.66,4090.95,4107.66,30,-30.0,-1.0,sl,2025-10-14 13:05:00
2025-10-15,Wednesday,12:55,short,4187.1,4191.14,4174.99,4191.14,30,-30.0,-1.0,sl,2025-10-15 13:10:00
2025-10-16,Thursday,12:55,long,4240.03,4234.28,4257.27,4257.27,30,90.0,3.0,tp,2025-10-16 13:40:00
2025-10-17,Friday,12:55,short,4310.73,4316.9,4292.23,4316.9,30,-30.0,-1.0,sl,2025-10-17 13:15:00
2025-10-21,Tuesday,12:55,short,4207.78,4211.82,4195.65,4195.65,30,90.0,3.0,tp,2025-10-21 13:10:00
2025-10-22,Wednesday,12:55,long,4036.33,4032.92,4046.55,4046.55,30,90.0,3.0,tp,2025-10-22 13:05:00
2025-10-23,Thursday,12:55,long,4128.62,4125.26,4138.7,4138.7,30,90.0,3.0,tp,2025-10-23 13:15:00
2025-10-24,Friday,12:55,long,4082.32,4078.59,4093.52,4093.52,30,90.0,3.0,tp,2025-10-24 13:05:00
2025-10-28,Tuesday,12:55,long,3913.68,3911.91,3919.0,3919.0,30,90.0,3.0,tp,2025-10-28 13:05:00
2025-10-29,Wednesday,12:55,short,4023.49,4025.98,4016.02,4016.02,30,90.0,3.0,tp,2025-10-29 13:05:00
2025-10-30,Thursday,12:55,long,3973.37,3959.57,4014.78,4014.78,30,90.0,3.0,tp,2025-10-30 14:10:00
2025-10-31,Friday,12:55,long,4026.19,4019.88,4045.12,4019.88,30,-30.0,-1.0,sl,2025-10-31 13:30:00
2025-11-04,Tuesday,12:55,long,3987.44,3983.07,4000.55,3983.07,30,-30.0,-1.0,sl,2025-11-04 13:25:00
2025-11-11,Tuesday,12:55,long,4136.8,4133.36,4147.13,4133.36,30,-30.0,-1.0,sl,2025-11-11 14:20:00
2025-11-12,Wednesday,12:55,short,4129.53,4131.56,4123.43,4123.43,30,90.0,3.0,tp,2025-11-12 13:10:00
2025-11-13,Thursday,12:55,short,4238.42,4244.46,4220.33,4220.33,30,90.0,3.0,tp,2025-11-13 13:35:00
2025-11-14,Friday,12:55,short,4109.66,4119.32,4080.69,4080.69,30,90.0,3.0,tp,2025-11-14 13:15:00
2025-11-18,Tuesday,12:55,long,4034.33,4030.54,4045.69,4045.69,30,90.0,3.0,tp,2025-11-18 13:20:00
2025-11-19,Wednesday,12:55,short,4113.48,4115.73,4106.71,4106.71,30,90.0,3.0,tp,2025-11-19 13:05:00
2025-11-20,Thursday,12:55,long,4082.07,4080.84,4085.74,4085.74,30,90.0,3.0,tp,2025-11-20 13:05:00
2025-11-21,Friday,12:55,short,4061.32,4067.64,4042.33,4067.64,30,-30.0,-1.0,sl,2025-11-21 13:20:00
2025-11-25,Tuesday,12:55,long,4129.97,4128.89,4133.21,4133.21,30,90.0,3.0,tp,2025-11-25 13:05:00
2025-11-26,Wednesday,12:55,long,4157.05,4152.58,4170.44,4152.58,30,-30.0,-1.0,sl,2025-11-26 13:45:00
2025-11-27,Thursday,12:55,short,4153.52,4154.7,4149.98,4149.98,30,90.0,3.0,tp,2025-11-27 13:05:00
2025-11-28,Friday,12:55,long,4177.46,4176.06,4181.66,4176.06,30,-30.0,-1.0,sl,2025-11-28 13:05:00
2025-12-02,Tuesday,12:55,long,4209.89,4208.28,4214.71,4208.28,30,-30.0,-1.0,sl,2025-12-02 13:05:00
2025-12-09,Tuesday,12:55,long,4206.96,4202.6,4220.06,4202.6,30,-30.0,-1.0,sl,2025-12-09 13:15:00
2025-12-10,Wednesday,12:55,long,4196.85,4193.04,4208.27,4193.04,30,-30.0,-1.0,sl,2025-12-10 13:20:00
2025-12-11,Thursday,12:55,short,4218.46,4223.01,4204.81,4223.01,30,-30.0,-1.0,sl,2025-12-11 13:50:00
2025-12-12,Friday,12:55,long,4328.54,4320.8,4351.79,4351.79,30,90.0,3.0,tp,2025-12-12 14:55:00
2025-12-16,Tuesday,12:55,short,4292.64,4295.76,4283.31,4295.76,30,-30.0,-1.0,sl,2025-12-16 13:05:00
2025-12-17,Wednesday,12:55,long,4318.21,4314.59,4329.07,4329.07,30,90.0,3.0,tp,2025-12-17 13:15:00
2025-12-18,Thursday,12:55,short,4320.41,4324.68,4307.6,4324.68,30,-30.0,-1.0,sl,2025-12-18 13:30:00
2025-12-19,Friday,12:55,long,4327.24,4325.65,4331.99,4331.99,30,90.0,3.0,tp,2025-12-19 13:10:00
2025-12-23,Tuesday,12:55,long,4487.92,4485.53,4495.1,4495.1,30,90.0,3.0,tp,2025-12-23 13:15:00
2025-12-24,Wednesday,12:55,long,4492.38,4487.06,4508.36,4487.06,30,-30.0,-1.0,sl,2025-12-24 13:05:00
2025-12-26,Friday,12:55,long,4512.14,4503.35,4538.53,4538.53,30,90.0,3.0,tp,2025-12-26 15:30:00
2025-12-30,Tuesday,12:55,long,4401.96,4398.87,4411.2,4398.87,30,-30.0,-1.0,sl,2025-12-30 13:05:00
2026-01-06,Tuesday,12:55,long,4464.9,4459.19,4482.04,4459.19,30,-30.0,-1.0,sl,2026-01-06 13:25:00
2026-01-07,Wednesday,12:55,long,4449.04,4442.95,4467.32,4442.95,30,-30.0,-1.0,sl,2026-01-07 13:05:00
2026-01-08,Thursday,12:55,short,4426.21,4430.28,4414.01,4430.28,30,-30.0,-1.0,sl,2026-01-08 13:20:00
2026-01-09,Friday,12:55,long,4467.84,4463.22,4481.7,4463.22,30,-30.0,-1.0,sl,2026-01-09 13:15:00
2026-01-13,Tuesday,12:55,long,4595.17,4590.17,4610.15,4610.15,30,90.0,3.0,tp,2026-01-13 13:30:00
2026-01-14,Wednesday,12:55,short,4634.73,4642.28,4612.07,4612.07,30,90.0,3.0,tp,2026-01-14 14:45:00
2026-01-15,Thursday,12:55,short,4611.74,4616.64,4597.04,4597.04,30,90.0,3.0,tp,2026-01-15 13:30:00
2026-01-16,Friday,12:55,short,4598.67,4606.13,4576.3,4606.13,30,-30.0,-1.0,sl,2026-01-16 14:05:00
2026-01-20,Tuesday,12:55,short,4727.52,4728.91,4723.37,4723.37,30,90.0,3.0,tp,2026-01-20 13:05:00
2026-01-21,Wednesday,12:55,short,4862.0,4866.04,4849.88,4866.04,30,-30.0,-1.0,sl,2026-01-21 13:05:00
2026-01-22,Thursday,12:55,short,4818.87,4823.27,4805.68,4823.27,30,-30.0,-1.0,sl,2026-01-22 13:05:00
2026-01-23,Friday,12:55,long,4942.22,4933.13,4969.51,4933.13,30,-30.0,-1.0,sl,2026-01-23 13:20:00
2026-01-27,Tuesday,12:55,long,5086.14,5084.05,5092.42,5084.05,30,-30.0,-1.0,sl,2026-01-27 13:05:00
2026-01-28,Wednesday,12:55,long,5279.29,5275.41,5290.93,5275.41,30,-30.0,-1.0,sl,2026-01-28 13:10:00
2026-01-29,Thursday,12:55,long,5539.1,5528.14,5571.99,5528.14,30,-30.0,-1.0,sl,2026-01-29 13:10:00
2026-01-30,Friday,12:55,long,5095.04,5053.72,5219.0,5053.72,30,-30.0,-1.0,sl,2026-01-30 13:15:00
2026-02-03,Tuesday,12:55,long,4918.07,4901.83,4966.81,4901.83,30,-30.0,-1.0,sl,2026-02-03 14:15:00
2026-02-10,Tuesday,12:55,short,5027.46,5035.55,5003.18,5035.55,30,-30.0,-1.0,sl,2026-02-10 13:05:00
2026-02-11,Wednesday,12:55,long,5083.66,5077.94,5100.82,5077.94,30,-30.0,-1.0,sl,2026-02-11 13:10:00
2026-02-12,Thursday,12:55,long,5054.5,5050.79,5065.62,5065.62,30,90.0,3.0,tp,2026-02-12 13:10:00
2026-02-13,Friday,12:55,long,4974.07,4969.02,4989.24,4969.02,30,-30.0,-1.0,sl,2026-02-13 13:05:00
2026-02-17,Tuesday,12:55,short,4928.92,4933.8,4914.27,4914.27,30,90.0,3.0,tp,2026-02-17 13:15:00
2026-02-18,Wednesday,12:55,long,4947.27,4942.63,4961.2,4961.2,30,90.0,3.0,tp,2026-02-18 13:35:00
2026-02-19,Thursday,12:55,short,4982.92,4986.05,4973.53,4986.05,30,-30.0,-1.0,sl,2026-02-19 13:05:00
2026-02-20,Friday,12:55,long,5026.63,5023.05,5037.37,5023.05,30,-30.0,-1.0,sl,2026-02-20 13:30:00
2026-02-24,Tuesday,12:55,long,5154.0,5149.71,5166.86,5149.71,30,-30.0,-1.0,sl,2026-02-24 13:30:00
2026-02-25,Wednesday,12:55,long,5183.25,5180.49,5191.52,5180.49,30,-30.0,-1.0,sl,2026-02-25 14:20:00
2026-02-26,Thursday,12:55,short,5179.78,5186.08,5160.87,5160.87,30,90.0,3.0,tp,2026-02-26 14:05:00
2026-02-27,Friday,12:55,long,5188.84,5186.38,5196.25,5196.25,30,90.0,3.0,tp,2026-02-27 13:05:00
