date,day,anchor_time,direction,entry,sl,tp,exit_price,risk_dollars,pnl,rr_achieved,outcome,exit_time
2025-03-26,Wednesday,13:00,short,3024.06,3026.19,3017.67,3017.67,30,90.0,3.0,tp,2025-03-26 13:55:00
2025-03-27,Thursday,13:00,long,3051.23,3047.01,3063.87,3047.01,30,-30.0,-1.0,sl,2025-03-27 13:10:00
2025-03-28,Friday,13:00,short,3075.01,3080.35,3058.99,3080.35,30,-30.0,-1.0,sl,2025-03-28 13:50:00
2025-04-01,Tuesday,13:00,long,3135.28,3132.96,3142.24,3132.96,30,-30.0,-1.0,sl,2025-04-01 13:20:00
2025-04-08,Tuesday,13:00,long,3005.66,3004.05,3010.48,3010.48,30,90.0,3.0,tp,2025-04-08 13:10:00
2025-04-09,Wednesday,13:00,long,3051.69,3047.77,3063.45,3063.45,30,90.0,3.0,tp,2025-04-09 13:30:00
2025-04-10,Thursday,13:00,long,3126.93,3124.21,3135.08,3135.08,30,90.0,3.0,tp,2025-04-10 13:20:00
2025-04-11,Friday,13:00,long,3235.32,3230.62,3249.39,3230.62,30,-30.0,-1.0,sl,2025-04-11 13:15:00
2025-04-15,Tuesday,13:00,long,3224.44,3221.84,3232.23,3221.84,30,-30.0,-1.0,sl,2025-04-15 13:15:00
2025-04-16,Wednesday,13:00,long,3309.17,3306.53,3317.08,3306.53,30,-30.0,-1.0,sl,2025-04-16 13:10:00
2025-04-22,Tuesday,13:00,long,3436.36,3420.05,3485.3,3420.05,30,-30.0,-1.0,sl,2025-04-22 13:40:00
2025-04-23,Wednesday,13:00,short,3305.53,3310.41,3290.89,3310.41,30,-30.0,-1.0,sl,2025-04-23 13:10:00
2025-04-24,Thursday,13:00,long,3336.16,3330.55,3352.98,3330.55,30,-30.0,-1.0,sl,2025-04-24 13:10:00
2025-04-29,Tuesday,13:00,long,3314.78,3308.85,3332.58,3308.85,30,-30.0,-1.0,sl,2025-04-29 13:45:00
2025-05-06,Tuesday,13:00,short,3390.54,3393.18,3382.62,3393.18,30,-30.0,-1.0,sl,2025-05-06 13:10:00
2025-05-07,Wednesday,13:00,long,3391.37,3388.54,3399.87,3388.54,30,-30.0,-1.0,sl,2025-05-07 13:10:00
2025-05-08,Thursday,13:00,long,3360.32,3356.08,3373.05,3356.08,30,-30.0,-1.0,sl,2025-05-08 13:55:00
2025-05-09,Friday,13:00,short,3331.11,3333.09,3325.17,3333.09,30,-30.0,-1.0,sl,2025-05-09 13:15:00
2025-05-13,Tuesday,13:00,long,3245.65,3241.87,3256.99,3241.87,30,-30.0,-1.0,sl,2025-05-13 13:15:00
2025-05-14,Wednesday,13:00,short,3179.68,3186.14,3160.3,3186.14,30,-30.0,-1.0,sl,2025-05-14 13:15:00
2025-05-15,Thursday,13:00,long,3191.01,3186.94,3203.23,3203.23,30,90.0,3.0,tp,2025-05-15 14:10:00
2025-05-16,Friday,13:00,long,3185.19,3180.71,3198.64,3180.71,30,-30.0,-1.0,sl,2025-05-16 13:10:00
2025-05-20,Tuesday,13:00,short,3235.89,3237.6,3230.76,3237.6,30,-30.0,-1.0,sl,2025-05-20 13:10:00
2025-05-21,Wednesday,13:00,short,3302.65,3306.37,3291.48,3306.37,30,-30.0,-1.0,sl,2025-05-21 13:15:00
2025-05-22,Thursday,13:00,long,3312.32,3309.64,3320.37,3309.64,30,-30.0,-1.0,sl,2025-05-22 13:25:00
2025-05-23,Friday,13:00,short,3356.98,3361.66,3342.94,3342.94,30,90.0,3.0,tp,2025-05-23 13:30:00
2025-05-27,Tuesday,13:00,long,3298.14,3294.9,3307.86,3294.9,30,-30.0,-1.0,sl,2025-05-27 13:20:00
2025-05-28,Wednesday,13:00,short,3310.54,3313.38,3302.05,3302.05,30,90.0,3.0,tp,2025-05-28 13:40:00
2025-05-29,Thursday,13:00,short,3310.83,3313.22,3303.65,3313.22,30,-30.0,-1.0,sl,2025-05-29 13:10:00
2025-05-30,Friday,13:00,long,3305.92,3301.72,3318.53,3301.72,30,-30.0,-1.0,sl,2025-05-30 13:15:00
2025-06-03,Tuesday,13:00,long,3361.73,3360.05,3366.76,3360.05,30,-30.0,-1.0,sl,2025-06-03 13:10:00
2025-06-10,Tuesday,13:00,long,3339.05,3336.66,3346.23,3346.23,30,90.0,3.0,tp,2025-06-10 13:30:00
2025-06-11,Wednesday,13:00,long,3339.12,3332.92,3357.73,3332.92,30,-30.0,-1.0,sl,2025-06-11 13:40:00
2025-06-12,Thursday,13:00,long,3392.92,3388.02,3407.61,3388.02,30,-30.0,-1.0,sl,2025-06-12 13:10:00
2025-06-13,Friday,13:00,short,3435.78,3440.19,3422.55,3440.19,30,-30.0,-1.0,sl,2025-06-13 13:10:00
2025-06-17,Tuesday,13:00,long,3389.38,3387.53,3394.9,3394.9,30,90.0,3.0,tp,2025-06-17 13:15:00
2025-06-18,Wednesday,13:00,long,3389.3,3387.75,3393.95,3393.95,30,90.0,3.0,tp,2025-06-18 13:25:00
2025-06-19,Thursday,13:00,long,3368.2,3364.64,3378.9,3364.64,30,-30.0,-1.0,sl,2025-06-19 13:25:00
2025-06-20,Friday,13:00,long,3346.84,3345.73,3350.19,3350.19,30,90.0,3.0,tp,2025-06-20 13:10:00
2025-06-24,Tuesday,13:00,short,3312.2,3317.0,3297.82,3317.0,30,-30.0,-1.0,sl,2025-06-24 13:10:00
2025-06-25,Wednesday,13:00,short,3317.03,3318.94,3311.32,3318.94,30,-30.0,-1.0,sl,2025-06-25 13:20:00
2025-06-26,Thursday,13:00,short,3318.31,3325.24,3297.5,3325.24,30,-30.0,-1.0,sl,2025-06-26 13:20:00
2025-06-27,Friday,13:00,short,3262.85,3269.4,3243.19,3269.4,30,-30.0,-1.0,sl,2025-06-27 13:45:00
2025-07-01,Tuesday,13:00,short,3352.09,3353.07,3349.16,3349.16,30,90.0,3.0,tp,2025-07-01 13:10:00
2025-07-08,Tuesday,13:00,short,3325.8,3327.38,3321.04,3321.04,30,90.0,3.0,tp,2025-07-08 13:10:00
2025-07-09,Wednesday,13:00,long,3298.96,3295.18,3310.27,3295.18,30,-30.0,-1.0,sl,2025-07-09 13:25:00
2025-07-11,Friday,13:00,long,3357.94,3355.2,3366.19,3355.2,30,-30.0,-1.0,sl,2025-07-11 13:15:00
2025-07-15,Tuesday,13:00,long,3351.8,3347.34,3365.19,3347.34,30,-30.0,-1.0,sl,2025-07-15 13:10:00
2025-07-16,Wednesday,13:00,short,3333.98,3336.74,3325.71,3336.74,30,-30.0,-1.0,sl,2025-07-16 13:15:00
2025-07-17,Thursday,13:00,long,3314.96,3311.79,3324.48,3324.48,30,90.0,3.0,tp,2025-07-17 14:10:00
2025-07-18,Friday,13:00,long,3360.02,3358.23,3365.38,3358.23,30,-30.0,-1.0,sl,2025-07-18 13:15:00
2025-07-22,Tuesday,13:00,long,3410.82,3409.0,3416.3,3409.0,30,-30.0,-1.0,sl,2025-07-22 13:15:00
2025-07-23,Wednesday,13:00,short,3412.83,3416.03,3403.22,3416.03,30,-30.0,-1.0,sl,2025-07-23 13:10:00
2025-07-24,Thursday,13:00,long,3355.8,3354.04,3361.1,3361.1,30,90.0,3.0,tp,2025-07-24 13:35:00
2025-07-25,Friday,13:00,long,3341.72,3336.84,3356.37,3336.84,30,-30.0,-1.0,sl,2025-07-25 13:15:00
2025-07-29,Tuesday,13:00,short,3320.62,3322.34,3315.44,3322.34,30,-30.0,-1.0,sl,2025-07-29 13:15:00
2025-08-05,Tuesday,13:00,long,3368.48,3366.07,3375.71,3375.71,30,90.0,3.0,tp,2025-08-05 13:30:00
2025-08-07,Thursday,13:00,long,3384.35,3382.05,3391.27,3391.27,30,90.0,3.0,tp,2025-08-07 13:45:00
2025-08-08,Friday,13:00,short,3388.35,3394.8,3368.98,3394.8,30,-30.0,-1.0,sl,2025-08-08 13:10:00
2025-08-12,Tuesday,13:00,short,3348.31,3352.65,3335.29,3352.65,30,-30.0,-1.0,sl,2025-08-12 13:40:00
2025-08-13,Wednesday,13:00,short,3354.85,3357.88,3345.74,3357.88,30,-30.0,-1.0,sl,2025-08-13 13:10:00
2025-08-14,Thursday,13:00,long,3354.61,3352.41,3361.2,3352.41,30,-30.0,-1.0,sl,2025-08-14 13:15:00
2025-08-15,Friday,13:00,short,3341.23,3344.01,3332.88,3344.01,30,-30.0,-1.0,sl,2025-08-15 15:00:00
2025-08-19,Tuesday,13:00,short,3333.55,3335.51,3327.66,3327.66,30,90.0,3.0,tp,2025-08-19 13:10:00
2025-08-20,Wednesday,13:00,short,3340.76,3342.96,3334.18,3342.96,30,-30.0,-1.0,sl,2025-08-20 13:10:00
2025-08-21,Thursday,13:00,short,3340.95,3342.63,3335.93,3342.63,30,-30.0,-1.0,sl,2025-08-21 13:10:00
2025-08-22,Friday,13:00,long,3326.08,3323.52,3333.74,3333.74,30,90.0,3.0,tp,2025-08-22 13:35:00
2025-08-27,Wednesday,13:00,long,3382.59,3380.04,3390.23,3380.04,30,-30.0,-1.0,sl,2025-08-27 13:30:00
2025-08-28,Thursday,13:00,short,3396.55,3400.92,3383.44,3400.92,30,-30.0,-1.0,sl,2025-08-28 13:15:00
2025-08-29,Friday,13:00,short,3416.52,3418.06,3411.9,3418.06,30,-30.0,-1.0,sl,2025-08-29 13:10:00
2025-09-02,Tuesday,13:00,short,3480.5,3482.72,3473.84,3482.72,30,-30.0,-1.0,sl,2025-09-02 13:10:00
2025-09-09,Tuesday,13:00,long,3653.16,3649.14,3665.19,3665.19,30,90.0,3.0,tp,2025-09-09 13:35:00
2025-09-10,Wednesday,13:00,long,3647.22,3641.7,3663.8,3641.7,30,-30.0,-1.0,sl,2025-09-10 15:20:00
2025-09-11,Thursday,13:00,long,3635.36,3631.82,3645.95,3631.82,30,-30.0,-1.0,sl,2025-09-11 13:15:00
2025-09-12,Friday,13:00,long,3647.51,3646.8,3649.64,3649.64,30,90.0,3.0,tp,2025-09-12 13:10:00
2025-09-16,Tuesday,13:00,short,3685.59,3688.44,3677.05,3688.44,30,-30.0,-1.0,sl,2025-09-16 13:10:00
2025-09-17,Wednesday,13:00,short,3675.22,3677.9,3667.19,3677.9,30,-30.0,-1.0,sl,2025-09-17 13:10:00
2025-09-18,Thursday,13:00,short,3659.59,3663.08,3649.1,3649.1,30,90.0,3.0,tp,2025-09-18 13:30:00
2025-09-19,Friday,13:00,long,3649.64,3645.5,3662.04,3662.04,30,90.0,3.0,tp,2025-09-19 13:55:00
2025-09-23,Tuesday,13:00,long,3787.19,3783.58,3798.04,3783.58,30,-30.0,-1.0,sl,2025-09-23 13:15:00
2025-09-24,Wednesday,13:00,long,3769.55,3767.4,3775.99,3767.4,30,-30.0,-1.0,sl,2025-09-24 13:25:00
2025-09-25,Thursday,13:00,long,3740.3,3734.3,3758.32,3734.3,30,-30.0,-1.0,sl,2025-09-25 13:10:00
2025-09-26,Friday,13:00,long,3755.36,3753.81,3759.98,3759.98,30,90.0,3.0,tp,2025-09-26 13:10:00
2025-09-30,Tuesday,13:00,short,3814.24,3817.38,3804.83,3817.38,30,-30.0,-1.0,sl,2025-09-30 13:15:00
2025-10-07,Tuesday,13:00,long,3982.93,3980.66,3989.72,3980.66,30,-30.0,-1.0,sl,2025-10-07 13:20:00
2025-10-08,Wednesday,13:00,long,4043.93,4042.24,4048.98,4048.98,30,90.0,3.0,tp,2025-10-08 13:10:00
2025-10-09,Thursday,13:00,long,4055.41,4052.53,4064.04,4052.53,30,-30.0,-1.0,sl,2025-10-09 13:15:00
2025-10-10,Friday,13:00,long,3986.88,3979.69,4008.44,3979.69,30,-30.0,-1.0,sl,2025-10-10 13:55:00
2025-10-14,Tuesday,13:00,long,4107.16,4099.09,4131.35,4131.35,30,90.0,3.0,tp,2025-10-14 14:10:00
2025-10-15,Wednesday,13:00,long,4190.64,4187.16,4201.09,4187.16,30,-30.0,-1.0,sl,2025-10-15 13:30:00
2025-10-16,Thursday,13:00,long,4245.54,4240.75,4259.93,4259.93,30,90.0,3.0,tp,2025-10-16 14:05:00
2025-10-17,Friday,13:00,short,4302.22,4309.46,4280.5,4309.46,30,-30.0,-1.0,sl,2025-10-17 13:10:00
2025-10-21,Tuesday,13:00,short,4191.92,4203.97,4155.79,4203.97,30,-30.0,-1.0,sl,2025-10-21 13:15:00
2025-10-22,Wednesday,13:00,long,4066.78,4055.84,4099.6,4055.84,30,-30.0,-1.0,sl,2025-10-22 13:20:00
2025-10-23,Thursday,13:00,long,4131.35,4127.9,4141.69,4141.69,30,90.0,3.0,tp,2025-10-23 13:20:00
2025-10-24,Friday,13:00,long,4091.24,4088.24,4100.26,4100.26,30,90.0,3.0,tp,2025-10-24 13:10:00
2025-10-28,Tuesday,13:00,long,3927.98,3921.71,3946.81,3921.71,30,-30.0,-1.0,sl,2025-10-28 13:10:00
2025-10-29,Wednesday,13:00,short,4014.72,4019.28,4001.05,4019.28,30,-30.0,-1.0,sl,2025-10-29 13:10:00
2025-10-30,Thursday,13:00,long,3975.67,3970.36,3991.59,3970.36,30,-30.0,-1.0,sl,2025-10-30 13:25:00
2025-10-31,Friday,13:00,long,4027.39,4023.08,4040.31,4023.08,30,-30.0,-1.0,sl,2025-10-31 13:30:00
2025-11-04,Tuesday,13:00,long,3988.88,3986.65,3995.56,3995.56,30,90.0,3.0,tp,2025-11-04 13:15:00
2025-11-11,Tuesday,13:00,long,4137.08,4134.56,4144.65,4144.65,30,90.0,3.0,tp,2025-11-11 13:30:00
2025-11-12,Wednesday,13:00,short,4127.19,4131.94,4112.95,4131.94,30,-30.0,-1.0,sl,2025-11-12 13:30:00
2025-11-13,Thursday,13:00,short,4228.53,4233.4,4213.93,4233.4,30,-30.0,-1.0,sl,2025-11-13 13:15:00
2025-11-14,Friday,13:00,short,4108.23,4112.3,4096.05,4096.05,30,90.0,3.0,tp,2025-11-14 13:10:00
2025-11-19,Wednesday,13:00,short,4109.19,4113.67,4095.75,4113.67,30,-30.0,-1.0,sl,2025-11-19 13:30:00
2025-11-20,Thursday,13:00,long,4088.82,4086.01,4097.25,4086.01,30,-30.0,-1.0,sl,2025-11-20 13:20:00
2025-11-21,Friday,13:00,long,4067.14,4059.8,4089.18,4059.8,30,-30.0,-1.0,sl,2025-11-21 13:15:00
2025-11-25,Tuesday,13:00,long,4134.29,4131.84,4141.63,4141.63,30,90.0,3.0,tp,2025-11-25 13:15:00
2025-11-26,Wednesday,13:00,long,4159.31,4157.53,4164.67,4157.53,30,-30.0,-1.0,sl,2025-11-26 13:15:00
2025-11-27,Thursday,13:00,short,4150.28,4153.97,4139.21,4153.97,30,-30.0,-1.0,sl,2025-11-27 13:30:00
2025-11-28,Friday,13:00,short,4176.56,4178.61,4170.42,4170.42,30,90.0,3.0,tp,2025-11-28 13:20:00
2025-12-02,Tuesday,13:00,short,4208.78,4212.85,4196.58,4212.85,30,-30.0,-1.0,sl,2025-12-02 14:00:00
2025-12-10,Wednesday,13:00,long,4198.52,4195.53,4207.49,4195.53,30,-30.0,-1.0,sl,2025-12-10 13:10:00
2025-12-11,Thursday,13:00,short,4215.04,4217.3,4208.23,4208.23,30,90.0,3.0,tp,2025-12-11 13:15:00
2025-12-12,Friday,13:00,long,4332.6,4331.24,4336.68,4336.68,30,90.0,3.0,tp,2025-12-12 13:10:00
2025-12-16,Tuesday,13:00,long,4295.26,4290.98,4308.07,4308.07,30,90.0,3.0,tp,2025-12-16 13:30:00
2025-12-17,Wednesday,13:00,long,4321.7,4320.07,4326.56,4326.56,30,90.0,3.0,tp,2025-12-17 13:10:00
2025-12-18,Thursday,13:00,short,4319.7,4321.28,4314.96,4321.28,30,-30.0,-1.0,sl,2025-12-18 13:15:00
2025-12-19,Friday,13:00,long,4328.67,4327.43,4332.41,4332.41,30,90.0,3.0,tp,2025-12-19 13:10:00
2025-12-23,Tuesday,13:00,long,4493.0,4487.39,4509.82,4487.39,30,-30.0,-1.0,sl,2025-12-23 13:25:00
2025-12-24,Wednesday,13:00,short,4487.56,4493.96,4468.34,4468.34,30,90.0,3.0,tp,2025-12-24 14:50:00
2025-12-30,Tuesday,13:00,short,4399.37,4403.96,4385.62,4385.62,30,90.0,3.0,tp,2025-12-30 13:30:00
2026-01-06,Tuesday,13:00,long,4465.75,4463.99,4471.03,4463.99,30,-30.0,-1.0,sl,2026-01-06 13:20:00
2026-01-07,Wednesday,13:00,short,4443.45,4447.44,4431.46,4431.46,30,90.0,3.0,tp,2026-01-07 13:10:00
2026-01-08,Thursday,13:00,short,4423.31,4424.56,4419.54,4419.54,30,90.0,3.0,tp,2026-01-08 13:10:00
2026-01-09,Friday,13:00,long,4470.51,4468.84,4475.49,4468.84,30,-30.0,-1.0,sl,2026-01-09 13:10:00
2026-01-13,Tuesday,13:00,long,4596.67,4593.06,4607.49,4607.49,30,90.0,3.0,tp,2026-01-13 13:30:00
2026-01-14,Wednesday,13:00,short,4632.56,4635.94,4622.42,4635.94,30,-30.0,-1.0,sl,2026-01-14 13:40:00
2026-01-15,Thursday,13:00,short,4610.07,4615.52,4593.73,4593.73,30,90.0,3.0,tp,2026-01-15 13:35:00
2026-01-16,Friday,13:00,short,4597.94,4603.83,4580.27,4603.83,30,-30.0,-1.0,sl,2026-01-16 14:05:00
2026-01-21,Wednesday,13:00,long,4865.54,4859.88,4882.53,4859.88,30,-30.0,-1.0,sl,2026-01-21 14:00:00
2026-01-22,Thursday,13:00,long,4822.77,4819.75,4831.8,4831.8,30,90.0,3.0,tp,2026-01-22 13:15:00
2026-01-23,Friday,13:00,long,4944.81,4940.34,4958.22,4940.34,30,-30.0,-1.0,sl,2026-01-23 13:10:00
2026-01-27,Tuesday,13:00,short,5084.55,5089.24,5070.47,5089.24,30,-30.0,-1.0,sl,2026-01-27 13:10:00
2026-01-28,Wednesday,13:00,short,5275.91,5283.74,5252.4,5283.74,30,-30.0,-1.0,sl,2026-01-28 13:20:00
2026-01-29,Thursday,13:00,short,5528.64,5532.98,5515.6,5515.6,30,90.0,3.0,tp,2026-01-29 13:15:00
2026-02-03,Tuesday,13:00,long,4921.18,4920.82,4922.25,4920.82,30,-30.0,-1.0,sl,2026-02-03 13:10:00
2026-02-10,Tuesday,13:00,long,5035.05,5029.35,5052.13,5052.13,30,90.0,3.0,tp,2026-02-10 13:30:00
2026-02-11,Wednesday,13:00,short,5078.44,5083.65,5062.81,5083.65,30,-30.0,-1.0,sl,2026-02-11 13:20:00
2026-02-12,Thursday,13:00,long,5057.57,5053.39,5070.11,5070.11,30,90.0,3.0,tp,2026-02-12 13:15:00
2026-02-13,Friday,13:00,short,4969.52,4972.55,4960.42,4960.42,30,90.0,3.0,tp,2026-02-13 13:20:00
2026-02-17,Tuesday,13:00,short,4926.47,4929.24,4918.13,4918.13,30,90.0,3.0,tp,2026-02-17 13:15:00
2026-02-18,Wednesday,13:00,long,4955.03,4943.73,4988.94,4988.94,30,90.0,3.0,tp,2026-02-18 14:45:00
2026-02-19,Thursday,13:00,long,4985.55,4980.56,5000.51,4980.56,30,-30.0,-1.0,sl,2026-02-19 13:20:00
2026-02-20,Friday,13:00,long,5028.34,5025.5,5036.88,5025.5,30,-30.0,-1.0,sl,2026-02-20 13:10:00
2026-02-24,Tuesday,13:00,long,5160.46,5156.14,5173.43,5156.14,30,-30.0,-1.0,sl,2026-02-24 13:15:00
2026-02-25,Wednesday,13:00,long,5185.72,5183.89,5191.21,5191.21,30,90.0,3.0,tp,2026-02-25 13:20:00
2026-02-26,Thursday,13:00,short,5175.08,5181.03,5157.23,5157.23,30,90.0,3.0,tp,2026-02-26 14:30:00
2026-02-27,Friday,13:00,long,5195.32,5192.73,5203.1,5203.1,30,90.0,3.0,tp,2026-02-27 13:10:00
2026-03-03,Tuesday,13:00,short,5174.68,5184.03,5146.62,5146.62,30,90.0,3.0,tp,2026-03-03 13:10:00
2026-03-10,Tuesday,13:00,long,5200.68,5192.3,5225.8,5225.8,30,90.0,3.0,tp,2026-03-10 13:25:00
2026-03-11,Wednesday,13:00,long,5176.97,5173.66,5186.88,5173.66,30,-30.0,-1.0,sl,2026-03-11 13:30:00
2026-03-12,Thursday,13:00,short,5179.61,5186.29,5159.57,5159.57,30,90.0,3.0,tp,2026-03-12 13:20:00
2026-03-13,Friday,13:00,short,5113.19,5115.38,5106.62,5115.38,30,-30.0,-1.0,sl,2026-03-13 13:20:00
2026-03-17,Tuesday,13:00,long,5017.08,5012.63,5030.42,5012.63,30,-30.0,-1.0,sl,2026-03-17 13:10:00
2026-03-18,Wednesday,13:00,short,4852.94,4866.12,4813.4,4866.12,30,-30.0,-1.0,sl,2026-03-18 13:35:00
2026-03-20,Friday,13:00,short,4667.22,4673.05,4649.7,4649.7,30,90.0,3.0,tp,2026-03-20 13:30:00
2026-03-24,Tuesday,13:00,short,4369.92,4385.66,4322.7,4385.66,30,-30.0,-1.0,sl,2026-03-24 14:00:00
2026-03-26,Thursday,13:00,long,4439.5,4434.97,4453.11,4434.97,30,-30.0,-1.0,sl,2026-03-26 13:15:00
2026-03-27,Friday,13:00,short,4431.17,4436.3,4415.76,4436.3,30,-30.0,-1.0,sl,2026-03-27 13:15:00
2026-03-31,Tuesday,13:00,long,4579.44,4567.24,4616.05,4616.05,30,90.0,3.0,tp,2026-03-31 14:00:00
2026-04-07,Tuesday,13:00,long,4657.77,4652.13,4674.7,4652.13,30,-30.0,-1.0,sl,2026-04-07 13:10:00
2026-04-08,Wednesday,13:00,short,4798.91,4802.93,4786.87,4786.87,30,90.0,3.0,tp,2026-04-08 13:30:00
