date,day,anchor_time,direction,entry,sl,tp,exit_price,risk_dollars,pnl,rr_achieved,outcome,exit_time
2026-02-26,Thursday,13:30,long,5175.44,5168.91,5195.04,5168.91,30,-30.0,-1.0,sl,2026-02-26 13:40:00
2026-02-27,Friday,13:30,short,5220.35,5227.07,5200.21,5227.07,30,-30.0,-1.0,sl,2026-02-27 14:00:00
2026-03-03,Tuesday,13:30,short,5169.42,5180.31,5136.78,5136.78,30,90.0,3.0,tp,2026-03-03 13:45:00
2026-03-10,Tuesday,13:30,short,5209.33,5215.06,5192.13,5215.06,30,-30.0,-1.0,sl,2026-03-10 13:40:00
2026-03-11,Wednesday,13:30,short,5168.94,5177.93,5141.96,5177.93,30,-30.0,-1.0,sl,2026-03-11 14:00:00
2026-03-12,Thursday,13:30,short,5160.67,5168.78,5136.35,5136.35,30,90.0,3.0,tp,2026-03-12 15:00:00
2026-03-13,Friday,13:30,short,5100.23,5108.95,5074.09,5108.95,30,-30.0,-1.0,sl,2026-03-13 13:40:00
2026-03-17,Tuesday,13:30,long,5027.08,5022.11,5041.99,5022.11,30,-30.0,-1.0,sl,2026-03-17 13:50:00
2026-03-18,Wednesday,13:30,long,4863.17,4853.15,4893.25,4893.25,30,90.0,3.0,tp,2026-03-18 14:05:00
2026-03-19,Thursday,13:30,short,4557.62,4581.73,4485.3,4581.73,30,-30.0,-1.0,sl,2026-03-19 13:50:00
2026-03-20,Friday,13:30,short,4641.88,4661.01,4584.5,4661.01,30,-30.0,-1.0,sl,2026-03-20 13:40:00
2026-03-24,Tuesday,13:30,short,4352.87,4364.92,4316.72,4364.92,30,-30.0,-1.0,sl,2026-03-24 13:45:00
2026-03-25,Wednesday,13:30,short,4562.26,4571.45,4534.68,4534.68,30,90.0,3.0,tp,2026-03-25 14:00:00
2026-03-26,Thursday,13:30,short,4434.9,4447.52,4397.06,4447.52,30,-30.0,-1.0,sl,2026-03-26 13:40:00
2026-03-27,Friday,13:30,long,4426.64,4414.26,4463.8,4463.8,30,90.0,3.0,tp,2026-03-27 14:15:00
2026-03-31,Tuesday,13:30,long,4580.22,4571.99,4604.9,4604.9,30,90.0,3.0,tp,2026-03-31 13:50:00
2026-04-07,Tuesday,13:30,short,4646.85,4652.33,4630.39,4652.33,30,-30.0,-1.0,sl,2026-04-07 13:50:00
