date,day,anchor_time,direction,entry,sl,tp,exit_price,risk_dollars,pnl,rr_achieved,outcome,exit_time
2026-04-08,Wednesday,13:30,short,4774.32,4788.15,4732.82,4788.15,30,-30.0,-1.0,sl,2026-04-08 13:45:00
2026-04-09,Thursday,13:30,long,4757.7,4756.31,4761.86,4761.86,30,90.0,3.0,tp,2026-04-09 13:40:00
2026-04-10,Friday,13:30,short,4769.0,4777.81,4742.58,4777.81,30,-30.0,-1.0,sl,2026-04-10 13:55:00
2026-04-14,Tuesday,13:30,long,4794.15,4787.96,4812.72,4787.96,30,-30.0,-1.0,sl,2026-04-14 13:40:00
2026-04-15,Wednesday,13:30,long,4822.29,4815.42,4842.88,4815.42,30,-30.0,-1.0,sl,2026-04-15 14:35:00
2026-04-16,Thursday,13:30,long,4822.05,4816.79,4837.83,4816.79,30,-30.0,-1.0,sl,2026-04-16 13:40:00
2026-04-17,Friday,13:30,long,4857.19,4854.64,4864.86,4864.86,30,90.0,3.0,tp,2026-04-17 13:40:00
2026-04-21,Tuesday,13:30,long,4781.33,4769.6,4816.51,4769.6,30,-30.0,-1.0,sl,2026-04-21 14:30:00
2026-04-22,Wednesday,13:30,long,4750.72,4742.67,4774.85,4742.67,30,-30.0,-1.0,sl,2026-04-22 14:05:00
2026-04-23,Thursday,13:30,long,4732.7,4729.09,4743.54,4729.09,30,-30.0,-1.0,sl,2026-04-23 13:55:00
2026-04-24,Friday,13:30,long,4699.65,4691.03,4725.49,4725.49,30,90.0,3.0,tp,2026-04-24 14:05:00
2026-04-28,Tuesday,13:30,long,4581.76,4575.02,4602.0,4575.02,30,-30.0,-1.0,sl,2026-04-28 13:40:00
2026-05-05,Tuesday,13:30,short,4576.25,4581.8,4559.6,4581.8,30,-30.0,-1.0,sl,2026-05-05 13:50:00
2026-05-06,Wednesday,13:30,long,4698.84,4692.65,4717.42,4692.65,30,-30.0,-1.0,sl,2026-05-06 13:45:00
2026-05-08,Friday,13:30,long,4743.96,4737.71,4762.71,4737.71,30,-30.0,-1.0,sl,2026-05-08 13:40:00
